date,plant_id,sku_id,sales_units,net_sales_mxn,promo_flag,price_mxn
2025-08-26,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,7841,136329.76,0,17.39
2025-08-27,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,8305,144397.23,0,17.39
2025-08-28,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,6988,121498.84,0,17.39
2025-08-29,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,7705,133965.16,0,17.39
2025-08-30,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,6856,119203.78,0,17.39
2025-08-31,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,7186,124941.42,0,17.39
2025-09-01,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,6854,119169.01,0,17.39
2025-09-02,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,7183,124889.26,0,17.39
2025-09-03,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,8792,152864.59,0,17.39
2025-09-04,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,6932,120525.18,0,17.39
2025-09-05,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,7092,123307.06,0,17.39
2025-09-06,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,8583,149230.76,1,17.39
2025-09-07,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,6692,116352.35,0,17.39
2025-09-08,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,8025,139528.93,0,17.39
2025-09-09,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,7744,134643.25,0,17.39
2025-09-10,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,7238,125845.53,0,17.39
2025-09-11,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,9474,164722.38,1,17.39
2025-09-12,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,7146,124245.95,0,17.39
2025-09-13,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,8068,140276.56,0,17.39
2025-09-14,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,6272,109049.9,0,17.39
2025-09-15,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,7217,125480.41,0,17.39
2025-09-16,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,7480,130053.13,0,17.39
2025-09-17,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,7999,139076.87,0,17.39
2025-09-18,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,9098,158184.95,1,17.39
2025-09-19,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,6568,114196.39,0,17.39
2025-09-20,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,6914,120212.22,0,17.39
2025-09-21,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,6694,116387.12,0,17.39
2025-09-22,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,8188,142362.98,0,17.39
2025-09-23,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,7561,131461.46,0,17.39
2025-09-24,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,9331,162236.07,0,17.39
2025-09-25,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,7896,137286.04,0,17.39
2025-09-26,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,7807,135738.61,0,17.39
2025-09-27,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,6751,117378.17,0,17.39
2025-09-28,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,6409,111431.89,0,17.39
2025-09-29,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,7263,126280.2,0,17.39
2025-09-30,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,7116,123724.35,0,17.39
2025-10-01,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,8078,140450.43,0,17.39
2025-10-02,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,7860,136660.11,0,17.39
2025-10-03,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,7138,124106.85,0,17.39
2025-10-04,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,7428,129149.02,0,17.39
2025-10-05,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,6779,117865.0,0,17.39
2025-10-06,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,6318,109849.69,0,17.39
2025-10-07,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,10310,179257.73,0,17.39
2025-10-08,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,7729,134382.44,0,17.39
2025-10-09,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,8385,145788.17,0,17.39
2025-10-10,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,6279,109171.61,0,17.39
2025-10-11,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,6870,119447.2,0,17.39
2025-10-12,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,6448,112109.97,0,17.39
2025-10-13,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,5786,100599.92,0,17.39
2025-10-14,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,7880,137007.85,0,17.39
2025-10-15,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,8178,142189.11,0,17.39
2025-10-16,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,7673,133408.78,0,17.39
2025-10-17,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,7304,126993.06,0,17.39
2025-10-18,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,6617,115048.34,0,17.39
2025-10-19,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,6949,120820.75,0,17.39
2025-10-20,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,7603,132191.71,0,17.39
2025-10-21,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,8069,140293.95,0,17.39
2025-10-22,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,8128,141319.77,0,17.39
2025-10-23,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,7278,126541.0,0,17.39
2025-10-24,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,9036,157106.97,1,17.39
2025-10-25,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,6634,115343.92,0,17.39
2025-10-26,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,6734,117082.59,0,17.39
2025-10-27,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,7837,136260.22,0,17.39
2025-10-28,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,8259,143597.44,0,17.39
2025-10-29,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,7809,135773.39,0,17.39
2025-10-30,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,8654,150465.22,0,17.39
2025-10-31,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,6530,113535.69,0,17.39
2025-11-01,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,6250,108667.39,0,17.39
2025-11-02,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,7333,127497.28,0,17.39
2025-11-03,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,8614,149769.75,0,17.39
2025-11-04,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,7774,135164.85,0,17.39
2025-11-05,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,8575,149091.66,0,17.39
2025-11-06,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,7142,124176.4,0,17.39
2025-11-07,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,6704,116560.99,0,17.39
2025-11-08,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,8944,155507.38,1,17.39
2025-11-09,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,7191,125028.35,0,17.39
2025-11-10,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,8288,144101.66,0,17.39
2025-11-11,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,8890,154568.5,0,17.39
2025-11-12,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,6938,120629.5,0,17.39
2025-11-13,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,7166,124593.68,0,17.39
2025-11-14,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,7428,129149.02,0,17.39
2025-11-15,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,5929,103086.23,0,17.39
2025-11-16,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,6420,111623.14,0,17.39
2025-11-17,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,8479,147422.53,0,17.39
2025-11-18,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,7853,136538.4,0,17.39
2025-11-19,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,8835,153612.23,0,17.39
2025-11-20,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,9518,165487.4,1,17.39
2025-11-21,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,6898,119934.03,0,17.39
2025-11-22,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,5969,103781.71,0,17.39
2025-11-23,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,7168,124628.46,0,17.39
2025-11-24,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,8526,148239.71,0,17.39
2025-11-25,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,7809,135773.39,0,17.39
2025-11-26,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,8436,146674.9,0,17.39
2025-11-27,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,7010,121881.35,0,17.39
2025-11-28,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,6927,120438.24,0,17.39
2025-11-29,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,7098,123411.38,0,17.39
2025-11-30,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,7482,130087.91,0,17.39
2025-12-01,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,9603,166965.27,1,17.39
2025-12-02,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,8306,144414.62,1,17.39
2025-12-03,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,8112,141041.58,0,17.39
2025-12-04,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,7389,128470.94,0,17.39
2025-12-05,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,7165,124576.3,0,17.39
2025-12-06,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,6873,119499.36,0,17.39
2025-12-07,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,7691,133721.75,0,17.39
2025-12-08,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,7873,136886.14,0,17.39
2025-12-09,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,9238,160619.1,0,17.39
2025-12-10,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,7977,138694.37,0,17.39
2025-12-11,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,8549,148639.61,1,17.39
2025-12-12,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,9874,171677.09,1,17.39
2025-12-13,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,7200,125184.84,0,17.39
2025-12-14,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,6689,116300.19,0,17.39
2025-12-15,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,7989,138903.01,0,17.39
2025-12-16,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,10656,185273.56,1,17.39
2025-12-17,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,8561,148848.25,0,17.39
2025-12-18,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,7595,132052.61,0,17.39
2025-12-19,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,7137,124089.47,0,17.39
2025-12-20,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,7146,124245.95,0,17.39
2025-12-21,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,7250,126054.17,0,17.39
2025-12-22,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,8497,147735.49,0,17.39
2025-12-23,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,8171,142067.4,0,17.39
2025-12-24,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,7854,136555.79,0,17.39
2025-12-25,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,9763,169747.16,0,17.39
2025-12-26,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,7528,130887.7,0,17.39
2025-12-27,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,7476,129983.59,0,17.39
2025-12-28,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,7461,129722.79,0,17.39
2025-12-29,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,7889,137164.33,0,17.39
2025-12-30,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,9876,171711.87,1,17.39
2025-12-31,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,6624,115170.05,0,17.39
2026-01-01,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,7432,129218.57,0,17.39
2026-01-02,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,7647,132956.73,0,17.39
2026-01-03,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,5503,95679.47,0,17.39
2026-01-04,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,7228,125671.67,0,17.39
2026-01-05,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,9853,171311.97,1,17.39
2026-01-06,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,8975,156046.37,0,17.39
2026-01-07,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,8979,156115.92,0,17.39
2026-01-08,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,8776,152586.41,0,17.39
2026-01-09,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,8437,146692.29,0,17.39
2026-01-10,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,7676,133460.94,0,17.39
2026-01-11,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,7326,127375.57,0,17.39
2026-01-12,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,7743,134625.86,0,17.39
2026-01-13,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,8521,148152.78,0,17.39
2026-01-14,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,8410,146222.84,0,17.39
2026-01-15,MX-IRA,SKU-danone-bebible-de-frutos-verdes-deslacto,8911,154933.62,0,17.39
2025-07-20,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,8501,341596.17,0,40.18
2025-07-21,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,8420,338341.34,0,40.18
2025-07-22,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,13316,535077.59,1,40.18
2025-07-23,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,10577,425016.2,0,40.18
2025-07-24,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,9195,369483.21,0,40.18
2025-07-25,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,7824,314392.24,0,40.18
2025-07-26,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,9182,368960.83,0,40.18
2025-07-27,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,8469,340310.31,0,40.18
2025-07-28,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,13798,554445.83,1,40.18
2025-07-29,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,9953,399941.97,0,40.18
2025-07-30,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,10188,409384.99,0,40.18
2025-07-31,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,8824,354575.3,0,40.18
2025-08-01,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,8470,340350.5,0,40.18
2025-08-02,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,7240,290925.34,0,40.18
2025-08-03,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,7541,303020.44,0,40.18
2025-08-04,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,9710,390177.49,0,40.18
2025-08-05,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,9661,388208.52,0,40.18
2025-08-06,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,9721,390619.5,0,40.18
2025-08-07,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,9000,361647.52,0,40.18
2025-08-08,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,8501,341596.17,0,40.18
2025-08-09,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,9026,362692.28,0,40.18
2025-08-10,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,8551,343605.32,0,40.18
2025-08-11,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,8305,333720.29,0,40.18
2025-08-12,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,13952,560634.02,1,40.18
2025-08-13,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,11455,460296.92,0,40.18
2025-08-14,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,9949,399781.24,0,40.18
2025-08-15,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,9401,377760.92,0,40.18
2025-08-16,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,9088,365183.63,0,40.18
2025-08-17,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,7336,294782.91,0,40.18
2025-08-18,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,10543,423649.98,0,40.18
2025-08-19,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,10763,432490.25,0,40.18
2025-08-20,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,10465,420515.7,0,40.18
2025-08-21,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,9479,380895.2,0,40.18
2025-08-22,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,7840,315035.17,0,40.18
2025-08-23,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,8063,323995.99,0,40.18
2025-08-24,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,8764,352164.32,0,40.18
2025-08-25,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,8368,336251.83,0,40.18
2025-08-26,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,9842,395481.65,0,40.18
2025-08-27,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,9121,366509.67,0,40.18
2025-08-28,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,9284,373059.51,0,40.18
2025-08-29,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,7833,314753.89,0,40.18
2025-08-30,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,7320,294139.98,0,40.18
2025-08-31,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,8695,349391.69,0,40.18
2025-09-01,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,8757,351883.03,0,40.18
2025-09-02,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,12405,498470.83,1,40.18
2025-09-03,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,9569,384511.68,0,40.18
2025-09-04,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,11671,468976.46,0,40.18
2025-09-05,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,9214,370246.69,0,40.18
2025-09-06,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,8765,352204.5,0,40.18
2025-09-07,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,7943,319174.03,0,40.18
2025-09-08,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,12459,500640.71,1,40.18
2025-09-09,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,9726,390820.42,0,40.18
2025-09-10,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,9452,379810.26,0,40.18
2025-09-11,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,14426,579680.79,1,40.18
2025-09-12,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,9194,369443.03,0,40.18
2025-09-13,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,8641,347221.8,0,40.18
2025-09-14,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,7814,313990.41,0,40.18
2025-09-15,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,8257,331791.51,0,40.18
2025-09-16,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,12859,516713.94,1,40.18
2025-09-17,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,12547,504176.82,1,40.18
2025-09-18,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,10062,404321.92,0,40.18
2025-09-19,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,12087,485692.62,1,40.18
2025-09-20,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,8341,335166.88,0,40.18
2025-09-21,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,9037,363134.29,0,40.18
2025-09-22,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,9338,375229.39,0,40.18
2025-09-23,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,9224,370648.52,0,40.18
2025-09-24,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,9933,399138.31,0,40.18
2025-09-25,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,9700,389775.66,0,40.18
2025-09-26,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,9453,379850.44,0,40.18
2025-09-27,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,8451,339587.02,0,40.18
2025-09-28,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,8092,325161.3,0,40.18
2025-09-29,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,9911,398254.28,0,40.18
2025-09-30,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,10222,410751.21,0,40.18
2025-10-01,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,11346,455916.97,0,40.18
2025-10-02,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,9668,388489.8,0,40.18
2025-10-03,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,8072,324357.64,0,40.18
2025-10-04,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,9087,365143.44,0,40.18
2025-10-05,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,8092,325161.3,0,40.18
2025-10-06,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,9421,378564.59,0,40.18
2025-10-07,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,10071,404683.57,0,40.18
2025-10-08,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,10139,407416.02,0,40.18
2025-10-09,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,9474,380694.29,0,40.18
2025-10-10,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,7643,307119.11,0,40.18
2025-10-11,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,7643,307119.11,0,40.18
2025-10-12,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,12057,484487.12,1,40.18
2025-10-13,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,9524,382703.44,0,40.18
2025-10-14,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,11445,459895.09,0,40.18
2025-10-15,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,9268,372416.58,0,40.18
2025-10-16,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,12495,502087.3,1,40.18
2025-10-17,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,9630,386962.84,0,40.18
2025-10-18,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,7936,318892.74,0,40.18
2025-10-19,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,8161,327933.93,0,40.18
2025-10-20,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,8996,361486.79,0,40.18
2025-10-21,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,9579,384913.51,0,40.18
2025-10-22,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,10541,423569.61,0,40.18
2025-10-23,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,8244,331269.13,0,40.18
2025-10-24,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,9973,400745.63,0,40.18
2025-10-25,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,7678,308525.52,0,40.18
2025-10-26,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,7056,283531.65,0,40.18
2025-10-27,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,9208,370005.59,0,40.18
2025-10-28,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,9637,387244.13,0,40.18
2025-10-29,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,9972,400705.45,0,40.18
2025-10-30,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,9858,396124.58,0,40.18
2025-10-31,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,9273,372617.49,0,40.18
2025-11-01,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,9443,379448.61,0,40.18
2025-11-02,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,10467,420596.06,1,40.18
2025-11-03,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,9791,393432.32,0,40.18
2025-11-04,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,10505,422123.02,0,40.18
2025-11-05,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,7982,320741.17,0,40.18
2025-11-06,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,8981,360884.04,0,40.18
2025-11-07,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,10316,414528.42,1,40.18
2025-11-08,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,8622,346458.32,0,40.18
2025-11-09,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,8732,350878.46,0,40.18
2025-11-10,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,9488,381256.85,0,40.18
2025-11-11,MX-IRA,SKU-danone-bebible-de-mango-y-durazno-deslac,9703,389896.21,0,40.18
