date,plant_id,sku_id,opening_stock_units,production_units,inbound_transfers_units,outbound_transfers_units,sales_units,scrap_units,closing_stock_units,stockout_flag
2025-09-04,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,96825,9857,1876,133,8995,51,99379,0
2025-09-05,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,99379,7849,815,858,8757,11,98417,0
2025-09-06,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,98417,7588,53,704,7099,15,98240,0
2025-09-07,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,98240,7137,1066,1217,7135,61,98030,0
2025-09-08,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,98030,7135,1072,387,8380,61,97409,0
2025-09-09,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,97409,8496,234,804,9546,1,95788,0
2025-09-10,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,95788,7433,1841,114,8916,44,95988,0
2025-09-11,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,95988,9812,1836,681,9276,14,97665,0
2025-09-12,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,97665,9163,1520,481,8157,22,99688,0
2025-09-13,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,99688,5175,388,947,7174,7,97123,0
2025-09-14,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,97123,5899,397,481,7780,14,95144,0
2025-09-15,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,95144,10090,523,1119,9116,89,95433,0
2025-09-16,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,95433,9219,15,292,8868,23,95484,0
2025-09-17,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,95484,7643,321,94,8095,14,95245,0
2025-09-18,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,95245,7091,99,237,8370,14,93814,0
2025-09-19,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,93814,8727,344,964,8331,42,93548,0
2025-09-20,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,93548,8038,914,1097,7722,21,93660,0
2025-09-21,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,93660,8149,331,1074,7798,2,93266,0
2025-09-22,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,93266,7465,855,759,8242,36,92549,0
2025-09-23,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,92549,8487,1749,172,8795,21,93797,0
2025-09-24,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,93797,8427,462,1103,7941,42,93600,0
2025-09-25,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,93600,6086,41,929,8260,70,90468,0
2025-09-26,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,90468,6310,488,1162,7810,51,88243,0
2025-09-27,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,88243,5123,910,1108,6607,41,86520,0
2025-09-28,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,86520,5630,306,884,6374,17,85181,0
2025-09-29,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,85181,8367,1218,676,8765,21,85304,0
2025-09-30,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,85304,8862,1149,491,8700,4,86120,0
2025-10-01,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,86120,7612,715,963,8966,46,84472,0
2025-10-02,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,84472,9798,1523,655,8753,14,86371,0
2025-10-03,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,86371,5657,324,539,7077,51,84685,0
2025-10-04,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,84685,7302,195,603,7010,33,84536,0
2025-10-05,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,84536,7437,611,579,8287,42,83676,0
2025-10-06,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,83676,7475,765,1151,7708,26,83031,0
2025-10-07,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,83031,10916,1626,566,9899,49,85059,0
2025-10-08,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,85059,9088,1000,827,8327,67,85926,0
2025-10-09,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,85926,8720,442,1187,7867,75,85959,0
2025-10-10,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,85959,8136,1245,57,9758,16,85509,0
2025-10-11,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,85509,5579,1319,651,5796,40,85920,0
2025-10-12,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,85920,7514,341,803,7111,40,85821,0
2025-10-13,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,85821,6135,464,511,8149,70,83690,0
2025-10-14,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,83690,7816,371,878,9799,95,81105,0
2025-10-15,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,81105,7194,710,309,7982,3,80715,0
2025-10-16,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,80715,6820,189,601,8741,85,78297,0
2025-10-17,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,78297,7508,1221,592,7122,43,79269,0
2025-10-18,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,79269,6621,362,718,7618,40,77876,0
2025-10-19,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,77876,8369,1319,941,7439,6,79178,0
2025-10-20,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,79178,7364,1995,800,7065,52,80620,0
2025-10-21,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,80620,9899,794,1003,8678,34,81598,0
2025-10-22,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,81598,8781,1336,312,9848,97,81458,0
2025-10-23,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,81458,7211,249,392,8502,72,79952,0
2025-10-24,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,79952,6504,1240,1139,7732,20,78805,0
2025-10-25,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,78805,5562,196,536,7327,7,76693,0
2025-10-26,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,76693,8031,1751,946,8882,51,76596,0
2025-10-27,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,76596,7754,203,742,7162,8,76641,0
2025-10-28,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,76641,9043,940,322,9862,81,76359,0
2025-10-29,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,76359,6916,1120,587,8616,37,75155,0
2025-10-30,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,75155,5711,1414,15,7987,65,74213,0
2025-10-31,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,74213,6586,243,507,8033,44,72458,0
2025-11-01,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,72458,6696,247,22,7975,56,71348,0
2025-11-02,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,71348,7826,204,280,7122,1,71975,0
2025-11-03,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,71975,7853,902,1126,7151,33,72420,0
2025-11-04,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,72420,9607,1931,408,8831,56,74663,0
2025-11-05,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,74663,9378,43,533,9380,80,74091,0
2025-11-06,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,74091,9064,1825,1184,8051,52,75693,0
2025-11-07,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,75693,6509,1167,512,8089,20,74748,0
2025-11-08,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,74748,7420,1277,962,7082,19,75382,0
2025-11-09,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,75382,6461,484,733,5838,3,75753,0
2025-11-10,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,75753,7455,200,404,7903,68,75033,0
2025-11-11,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,75033,9293,1557,447,8433,48,76955,0
2025-11-12,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,76955,7026,1376,423,8775,19,76140,0
2025-11-13,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,76140,8129,226,836,8440,15,75204,0
2025-11-14,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,75204,6801,796,689,7167,17,74928,0
2025-11-15,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,74928,6710,284,946,7992,5,72979,0
2025-11-16,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,72979,7386,911,237,8496,32,72511,0
2025-11-17,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,72511,6920,455,778,7792,2,71314,0
2025-11-18,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,71314,7134,1266,764,9043,23,69884,0
2025-11-19,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,69884,8762,953,642,8698,28,70231,0
2025-11-20,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,70231,11369,1496,302,9948,23,72823,0
2025-11-21,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,72823,7797,787,111,7438,2,73856,0
2025-11-22,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,73856,7605,841,860,8581,49,72812,0
2025-11-23,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,72812,7167,644,760,6849,60,72954,0
2025-11-24,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,72954,6179,1438,871,8451,67,71182,0
2025-11-25,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,71182,7164,845,291,8726,26,70148,0
2025-11-26,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,70148,9576,904,1033,8431,67,71097,0
2025-11-27,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,71097,6895,2013,1023,7661,36,71285,0
2025-11-28,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,71285,5672,152,566,6758,24,69761,0
2025-11-29,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,69761,7506,39,1012,7358,30,68906,0
2025-11-30,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,68906,5890,371,1141,6463,25,67538,0
2025-12-01,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,67538,9398,481,117,8709,55,68536,0
2025-12-02,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,68536,8731,1313,741,7639,33,70167,0
2025-12-03,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,70167,7054,874,181,8523,22,69369,0
2025-12-04,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,69369,7021,293,964,7638,0,68081,0
2025-12-05,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,68081,6379,1048,1131,7552,43,66782,0
2025-12-06,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,66782,6933,714,413,8327,15,65674,0
2025-12-07,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,65674,5748,975,329,7512,6,64550,0
2025-12-08,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,64550,5506,1056,312,6906,16,63878,0
2025-12-09,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,63878,7796,1399,293,7961,37,64782,0
2025-12-10,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,64782,9707,1400,84,9298,33,66474,0
2025-12-11,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,66474,8851,364,238,8632,54,66765,0
2025-12-12,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,66765,4976,657,636,6013,45,65704,0
2025-12-13,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,65704,6748,1813,129,7302,55,66779,0
2025-12-14,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,66779,6272,1657,385,6640,32,67651,0
2025-12-15,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,67651,8005,1688,457,7477,61,69349,0
2025-12-16,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,69349,9784,831,1181,9716,3,69064,0
2025-12-17,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,69064,8443,623,1139,9681,9,67301,0
2025-12-18,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,67301,7368,1454,224,7499,11,68389,0
2025-12-19,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,68389,4803,322,984,6657,62,65811,0
2025-12-20,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,65811,8101,741,884,7327,60,66382,0
2025-12-21,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,66382,7677,127,261,7205,67,66653,0
2025-12-22,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,66653,8871,1693,626,8588,33,67970,0
2025-12-23,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,67970,8145,959,455,8203,28,68388,0
2025-12-24,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,68388,7264,1074,633,9422,55,66616,0
2025-12-25,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,66616,6149,1857,903,8174,10,65535,0
2025-12-26,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,65535,5737,1305,415,7799,24,64339,0
2025-12-27,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,64339,8595,700,769,7974,42,64849,0
2025-12-28,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,64849,5817,673,1148,7109,23,63059,0
2025-12-29,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,63059,8914,1748,86,8467,56,65112,0
2025-12-30,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,65112,8306,881,693,8009,12,65585,0
2025-12-31,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,65585,7359,1436,733,8727,11,64909,0
2026-01-01,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,64909,9645,1903,272,8427,73,67685,0
2026-01-02,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,67685,6874,1144,952,8381,28,66342,0
2026-01-03,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,66342,6121,914,925,6445,30,65977,0
2026-01-04,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,65977,7537,1716,850,7892,41,66447,0
2026-01-05,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,66447,8061,257,68,8882,84,65731,0
2026-01-06,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,65731,6401,562,744,8166,67,63717,0
2026-01-07,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,63717,8624,1684,1191,8023,4,64807,0
2026-01-08,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,64807,6399,1854,569,7273,63,65155,0
2026-01-09,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,65155,5385,1023,1123,7607,19,62814,0
2026-01-10,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,62814,7478,17,96,6687,31,63495,0
2026-01-11,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,63495,5129,457,362,6859,33,61827,0
2026-01-12,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,61827,7701,1871,1079,8794,65,61461,0
2026-01-13,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,61461,8159,414,732,8187,12,61103,0
2026-01-14,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,61103,8072,936,840,8933,74,60264,0
2026-01-15,MX-IRA,SKU-danone-familiar-con-trozos-de-fresa-y-mo,60264,6875,83,57,8144,71,58950,0
2025-07-20,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,29955,1496,16,159,1844,2,29462,0
2025-07-21,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,29462,1753,260,69,1975,3,29428,0
2025-07-22,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,29428,1540,295,60,2173,19,29011,0
2025-07-23,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,29011,2227,280,152,2292,4,29070,0
2025-07-24,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,29070,3295,487,97,2900,22,29833,0
2025-07-25,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,29833,1614,393,86,2142,6,29606,0
2025-07-26,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,29606,1625,197,35,1751,10,29632,0
2025-07-27,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,29632,1359,223,69,1708,14,29423,0
2025-07-28,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,29423,1488,447,98,1747,3,29510,0
2025-07-29,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,29510,2074,279,187,2162,6,29508,0
2025-07-30,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,29508,1915,119,280,2269,15,28978,0
2025-07-31,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,28978,1876,97,199,1804,13,28935,0
2025-08-01,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,28935,1728,79,210,2024,12,28496,0
2025-08-02,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,28496,1663,91,79,1735,10,28426,0
2025-08-03,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,28426,1568,279,232,1607,13,28421,0
2025-08-04,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,28421,1489,79,60,1807,5,28117,0
2025-08-05,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,28117,2810,69,265,2495,5,28231,0
2025-08-06,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,28231,1687,63,31,1970,1,27979,0
2025-08-07,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,27979,1806,263,60,2115,19,27854,0
2025-08-08,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,27854,1911,445,44,1983,2,28181,0
2025-08-09,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,28181,2149,286,283,1988,2,28343,0
2025-08-10,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,28343,1201,461,211,1688,13,28093,0
2025-08-11,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,28093,1659,1,145,1992,19,27597,0
2025-08-12,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,27597,2197,36,56,1983,6,27785,0
2025-08-13,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,27785,2289,415,55,2132,11,28291,0
2025-08-14,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,28291,1651,208,162,1784,5,28199,0
2025-08-15,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,28199,1586,345,18,1689,16,28407,0
2025-08-16,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,28407,1442,181,142,1863,0,28025,0
2025-08-17,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,28025,1492,438,272,1576,5,28102,0
2025-08-18,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,28102,1937,391,76,2036,10,28308,0
2025-08-19,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,28308,1711,190,28,1979,8,28194,0
2025-08-20,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,28194,1391,151,99,1802,7,27828,0
2025-08-21,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,27828,1795,317,294,1614,9,28023,0
2025-08-22,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,28023,2203,420,223,2074,13,28336,0
2025-08-23,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,28336,1318,285,58,1485,9,28387,0
2025-08-24,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,28387,1657,405,272,1780,2,28395,0
2025-08-25,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,28395,2017,478,277,1996,16,28601,0
2025-08-26,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,28601,1351,127,44,1873,17,28145,0
2025-08-27,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,28145,2111,267,296,2036,3,28188,0
2025-08-28,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,28188,2079,307,102,2103,10,28359,0
2025-08-29,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,28359,1532,341,126,1901,0,28205,0
2025-08-30,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,28205,1903,252,213,1688,3,28456,0
2025-08-31,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,28456,1381,454,178,1824,8,28281,0
2025-09-01,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,28281,1799,119,275,1926,4,27994,0
2025-09-02,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,27994,1923,468,77,2494,21,27793,0
2025-09-03,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,27793,2447,192,76,2336,17,28003,0
2025-09-04,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,28003,1995,127,269,2060,14,27782,0
2025-09-05,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,27782,1756,220,38,1584,14,28122,0
2025-09-06,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,28122,1772,305,176,1826,8,28189,0
2025-09-07,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,28189,1387,308,217,1703,15,27949,0
2025-09-08,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,27949,1390,128,234,1898,14,27321,0
2025-09-09,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,27321,1667,93,110,2096,1,26874,0
2025-09-10,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,26874,2054,337,259,1997,8,27001,0
2025-09-11,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,27001,2288,480,289,2320,1,27159,0
2025-09-12,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,27159,1147,483,161,1637,11,26980,0
2025-09-13,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,26980,1956,218,133,1762,2,27257,0
2025-09-14,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,27257,2044,326,54,1846,10,27717,0
2025-09-15,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,27717,1652,74,54,1950,10,27429,0
2025-09-16,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,27429,1969,398,74,2064,18,27640,0
2025-09-17,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,27640,1931,102,124,2069,19,27461,0
2025-09-18,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,27461,1736,440,48,1898,17,27674,0
2025-09-19,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,27674,1553,471,261,1738,11,27688,0
2025-09-20,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,27688,1922,106,182,1917,10,27607,0
2025-09-21,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,27607,1470,254,280,1729,0,27322,0
2025-09-22,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,27322,2020,168,290,2276,22,26922,0
2025-09-23,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,26922,2128,277,273,2209,0,26845,0
2025-09-24,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,26845,1600,12,292,1679,5,26481,0
2025-09-25,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,26481,2621,210,270,2806,28,26208,0
2025-09-26,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,26208,1354,368,111,1853,2,25964,0
2025-09-27,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,25964,1376,502,108,1560,4,26170,0
2025-09-28,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,26170,2139,437,102,1980,5,26659,0
2025-09-29,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,26659,1861,103,146,1878,2,26597,0
2025-09-30,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,26597,1682,149,210,2010,5,26203,0
2025-10-01,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,26203,3136,495,24,2840,11,26959,0
2025-10-02,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,26959,1852,177,80,2216,8,26684,0
2025-10-03,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,26684,1434,140,226,1878,6,26148,0
2025-10-04,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,26148,1398,54,105,1762,11,25722,0
2025-10-05,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,25722,1378,212,287,1694,9,25322,0
2025-10-06,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,25322,1993,206,168,2122,20,25211,0
2025-10-07,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,25211,1725,474,45,2119,2,25244,0
2025-10-08,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,25244,2694,126,134,2709,19,25202,0
2025-10-09,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,25202,1856,6,92,1974,1,24997,0
2025-10-10,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,24997,2250,400,297,2015,17,25318,0
2025-10-11,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,25318,1571,444,203,1720,9,25401,0
2025-10-12,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,25401,1684,343,178,1943,11,25296,0
2025-10-13,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,25296,1648,372,24,1874,13,25405,0
2025-10-14,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,25405,2285,259,79,2221,11,25638,0
2025-10-15,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,25638,1641,143,127,2173,14,25108,0
2025-10-16,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,25108,1472,79,183,1878,12,24586,0
2025-10-17,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,24586,1364,16,44,1850,16,24056,0
2025-10-18,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,24056,1453,464,200,1450,13,24310,0
2025-10-19,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,24310,1515,301,181,1689,0,24256,0
2025-10-20,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,24256,1565,73,154,2198,9,23533,0
2025-10-21,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,23533,2296,403,248,2436,23,23525,0
2025-10-22,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,23525,2296,174,93,2415,8,23479,0
2025-10-23,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,23479,2075,197,22,2454,15,23260,0
2025-10-24,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,23260,1854,232,24,1941,1,23380,0
2025-10-25,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,23380,1593,18,219,1686,16,23070,0
2025-10-26,MX-IRA,SKU-danone-familiar-con-trozos-de-mango,23070,1852,364,132,1912,12,23230,0
